frame,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y,foot_x,foot_y,eye_x,eye_y,ear_x,ear_y
0,0.44123712182044983,0.58603835105896,0.4614315330982208,0.6395353078842163,0.5309168100357056,0.6406683921813965,0.4376918375492096,0.6889551877975464,0.4880087077617645,0.7476021647453308,0.40606099367141724,0.8078435659408569,0.4491381049156189,0.832152247428894,0.45680004358291626,0.5427460670471191,0.442709743976593,0.5472806692123413
1,0.44088274240493774,0.5845280885696411,0.46333205699920654,0.6347173452377319,0.5336189866065979,0.6302542686462402,0.4377175569534302,0.6863018274307251,0.48952555656433105,0.746335506439209,0.40664809942245483,0.8075047731399536,0.445488303899765,0.8320142030715942,0.45580241084098816,0.5421828031539917,0.44100630283355713,0.546739399433136
2,0.4407498240470886,0.5816337466239929,0.4761080741882324,0.6288183927536011,0.5407797694206238,0.6095408201217651,0.43901270627975464,0.681977391242981,0.4902941882610321,0.7442404627799988,0.40796712040901184,0.8064228892326355,0.4454188346862793,0.831890881061554,0.45238545536994934,0.5403764843940735,0.4373040199279785,0.5451022982597351
3,0.4410064220428467,0.5784705877304077,0.4847075939178467,0.6210998892784119,0.5452486872673035,0.5909716486930847,0.44345176219940186,0.6804248094558716,0.49090006947517395,0.7423206567764282,0.4096248149871826,0.80487060546875,0.4452812969684601,0.8306599855422974,0.4504459500312805,0.5357719659805298,0.435805082321167,0.5408725142478943
4,0.43996548652648926,0.5736778378486633,0.4993496239185333,0.6083725094795227,0.5474374294281006,0.5698862671852112,0.4440096616744995,0.6759427785873413,0.4904036223888397,0.7395514845848083,0.4118417203426361,0.8043869733810425,0.44533947110176086,0.8302820920944214,0.4494883716106415,0.5290476083755493,0.4342793822288513,0.5351288318634033
5,0.4424322843551636,0.5649934411048889,0.5169873237609863,0.5946933031082153,0.5465946793556213,0.5512874126434326,0.44763725996017456,0.6671255230903625,0.4852575659751892,0.7343202829360962,0.41397684812545776,0.8025223612785339,0.44541770219802856,0.830166220664978,0.44959884881973267,0.5210744142532349,0.43399757146835327,0.5277824401855469
6,0.443130761384964,0.5567349195480347,0.5229851007461548,0.5762048959732056,0.5461970567703247,0.5324604511260986,0.4471104145050049,0.6578876376152039,0.47777998447418213,0.7299606204032898,0.41502082347869873,0.7995031476020813,0.44535428285598755,0.8292515873908997,0.4493201673030853,0.5148904919624329,0.43336594104766846,0.521405816078186
7,0.44806382060050964,0.5502201318740845,0.5215422511100769,0.5558161735534668,0.5472055077552795,0.5133923888206482,0.4466037452220917,0.6492795944213867,0.47128647565841675,0.7242323160171509,0.417764276266098,0.7981619834899902,0.4454222321510315,0.8286492228507996,0.44772961735725403,0.5098867416381836,0.4318651854991913,0.5155901908874512
8,0.4529978930950165,0.5451855063438416,0.5186127424240112,0.5421727895736694,0.5525980591773987,0.5029692649841309,0.44632279872894287,0.6469253301620483,0.4660608172416687,0.7214034795761108,0.41933178901672363,0.7971425652503967,0.4454098641872406,0.8285172581672668,0.4478030800819397,0.5069268345832825,0.43189212679862976,0.5131873488426208
